component_name,field_number,field_name,field_type,required,component_path
MDStatisticParameters,40,OrdType,CHAR,N,MDStatisticParameters
MDStatisticParameters,59,TimeInForce,CHAR,N,MDStatisticParameters
MDStatisticParameters,276,QuoteCondition,MULTIPLESTRINGVALUE,N,MDStatisticParameters
MDStatisticParameters,277,TradeCondition,MULTIPLESTRINGVALUE,N,MDStatisticParameters
MDStatisticParameters,54,Side,CHAR,N,MDStatisticParameters
MDStatisticParameters,578,TradeInputSource,STRING,N,MDStatisticParameters
MDStatisticParameters,336,TradingSessionID,STRING,N,MDStatisticParameters
MDStatisticParameters,625,TradingSessionSubID,STRING,N,MDStatisticParameters
MDStatisticParameters,1024,MDOriginType,INT,N,MDStatisticParameters
MDStatisticParameters,2711,MDValueTier,INT,N,MDStatisticParameters
MDStatisticParameters,338,TradSesMethod,INT,N,MDStatisticParameters
MDStatisticParameters,1022,MDFeedType,STRING,N,MDStatisticParameters
MDStatisticParameters,1629,ExposureDuration,INT,N,MDStatisticParameters
MDStatisticParameters,1916,ExposureDurationUnit,INT,N,MDStatisticParameters
MDStatisticParameters,1057,AggressorIndicator,BOOLEAN,N,MDStatisticParameters
MDStatisticReqGrp,2474,NoMDStatistics,GROUP,N,MDStatisticReqGrp
MDStatisticReqGrp,2475,MDStatisticID,STRING,N,MDStatisticReqGrp/NoMDStatistics
MDStatisticRptGrp,2474,NoMDStatistics,GROUP,N,MDStatisticRptGrp
MDStatisticRptGrp,2475,MDStatisticID,STRING,N,MDStatisticRptGrp/NoMDStatistics
MDStatisticRptGrp,2476,MDStatisticTime,UTCTIMESTAMP,N,MDStatisticRptGrp/NoMDStatistics
MDStatisticRptGrp,2477,MDStatisticStatus,INT,N,MDStatisticRptGrp/NoMDStatistics
MDStatisticRptGrp,2478,MDStatisticValue,FLOAT,N,MDStatisticRptGrp/NoMDStatistics
MDStatisticRptGrp,2479,MDStatisticValueType,INT,N,MDStatisticRptGrp/NoMDStatistics
MDStatisticRptGrp,2480,MDStatisticValueUnit,INT,N,MDStatisticRptGrp/NoMDStatistics
MandatoryClearingJurisdictionGrp,41312,NoMandatoryClearingJurisdictions,GROUP,N,MandatoryClearingJurisdictionGrp
MandatoryClearingJurisdictionGrp,41313,MandatoryClearingJurisdiction,STRING,N,MandatoryClearingJurisdictionGrp/NoMandatoryClearingJurisdictions
MarginAmount,1643,NoMarginAmt,GROUP,N,MarginAmount
MarginAmount,1645,MarginAmt,AMT,N,MarginAmount/NoMarginAmt
MarginAmount,1644,MarginAmtType,INT,N,MarginAmount/NoMarginAmt
MarginAmount,1646,MarginAmtCcy,CURRENCY,N,MarginAmount/NoMarginAmt
MarginAmount,2088,MarginAmtFXRate,FLOAT,N,MarginAmount/NoMarginAmt
MarginAmount,2089,MarginAmtFXRateCalc,CHAR,N,MarginAmount/NoMarginAmt
MarginAmount,1714,MarginAmountMarketSegmentID,STRING,N,MarginAmount/NoMarginAmt
MarginAmount,1715,MarginAmountMarketID,STRING,N,MarginAmount/NoMarginAmt
MarginAmount,2851,MarginDirection,INT,N,MarginAmount/NoMarginAmt
MarginReqmtInqQualGrp,1636,NoMarginReqmtInqQualifier,GROUP,N,MarginReqmtInqQualGrp
MarginReqmtInqQualGrp,1637,MarginReqmtInqQualifier,INT,N,MarginReqmtInqQualGrp/NoMarginReqmtInqQualifier
MarketDataFeedTypes,1141,NoMDFeedTypes,GROUP,N,MarketDataFeedTypes
MarketDataFeedTypes,1022,MDFeedType,STRING,N,MarketDataFeedTypes/NoMDFeedTypes
MarketDataFeedTypes,1683,MDSubFeedType,STRING,N,MarketDataFeedTypes/NoMDFeedTypes
MarketDataFeedTypes,264,MarketDepth,INT,N,MarketDataFeedTypes/NoMDFeedTypes
MarketDataFeedTypes,2563,MarketDepthTimeInterval,INT,N,MarketDataFeedTypes/NoMDFeedTypes
MarketDataFeedTypes,2564,MarketDepthTimeIntervalUnit,INT,N,MarketDataFeedTypes/NoMDFeedTypes
MarketDataFeedTypes,2565,MDRecoveryTimeInterval,INT,N,MarketDataFeedTypes/NoMDFeedTypes
MarketDataFeedTypes,2566,MDRecoveryTimeIntervalUnit,INT,N,MarketDataFeedTypes/NoMDFeedTypes
MarketDataFeedTypes,1021,MDBookType,INT,N,MarketDataFeedTypes/NoMDFeedTypes
MarketDataFeedTypes,1173,MDSubBookType,INT,N,MarketDataFeedTypes/NoMDFeedTypes
MarketDataFeedTypes,2567,PrimaryServiceLocationID,STRING,N,MarketDataFeedTypes/NoMDFeedTypes
MarketDataFeedTypes,2568,SecondaryServiceLocationID,STRING,N,MarketDataFeedTypes/NoMDFeedTypes
MarketDisruption,41087,MarketDisruptionProvision,INT,N,MarketDisruption
MarketDisruption,41092,NoMarketDisruptionEvents,GROUP,N,MarketDisruption/MarketDisruptionEventGrp
MarketDisruption,41093,MarketDisruptionEvent,STRING,N,MarketDisruption/MarketDisruptionEventGrp/NoMarketDisruptionEvents
MarketDisruption,40991,MarketDisruptionValue,STRING,N,MarketDisruption/MarketDisruptionEventGrp/NoMarketDisruptionEvents
MarketDisruption,41088,MarketDisruptionFallbackProvision,INT,N,MarketDisruption
MarketDisruption,41094,NoMarketDisruptionFallbacks,GROUP,N,MarketDisruption/MarketDisruptionFallbackGrp
MarketDisruption,41095,MarketDisruptionFallbackType,STRING,N,MarketDisruption/MarketDisruptionFallbackGrp/NoMarketDisruptionFallbacks
MarketDisruption,40992,MarketDisruptionFallbackValue,STRING,N,MarketDisruption/MarketDisruptionFallbackGrp/NoMarketDisruptionFallbacks
MarketDisruption,41096,NoMarketDisruptionFallbackReferencePrices,GROUP,N,MarketDisruption/MarketDisruptionFallbackReferencePriceGrp
MarketDisruption,41097,MarketDisruptionFallbackUnderlierType,INT,N,MarketDisruption/MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruption,41098,MarketDisruptionFallbackUnderlierSecurityID,STRING,N,MarketDisruption/MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruption,41099,MarketDisruptionFallbackUnderlierSecurityIDSource,STRING,N,MarketDisruption/MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruption,41100,MarketDisruptionFallbackUnderlierSecurityDesc,STRING,N,MarketDisruption/MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruption,41101,EncodedMarketDisruptionFallbackUnderlierSecurityDescLen,LENGTH,N,MarketDisruption/MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruption,41102,EncodedMarketDisruptionFallbackUnderlierSecurityDesc,DATA,N,MarketDisruption/MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruption,41103,MarketDisruptionFallbackOpenUnits,QTY,N,MarketDisruption/MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruption,41104,MarketDisruptionFallbackBasketCurrency,CURRENCY,N,MarketDisruption/MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruption,41105,MarketDisruptionFallbackBasketDivisor,FLOAT,N,MarketDisruption/MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruption,41089,MarketDisruptionMaximumDays,INT,N,MarketDisruption
MarketDisruption,41090,MarketDisruptionMaterialityPercentage,PERCENTAGE,N,MarketDisruption
MarketDisruption,41091,MarketDisruptionMinimumFuturesContracts,INT,N,MarketDisruption
MarketDisruptionEventGrp,41092,NoMarketDisruptionEvents,GROUP,N,MarketDisruptionEventGrp
MarketDisruptionEventGrp,41093,MarketDisruptionEvent,STRING,N,MarketDisruptionEventGrp/NoMarketDisruptionEvents
MarketDisruptionEventGrp,40991,MarketDisruptionValue,STRING,N,MarketDisruptionEventGrp/NoMarketDisruptionEvents
MarketDisruptionFallbackGrp,41094,NoMarketDisruptionFallbacks,GROUP,N,MarketDisruptionFallbackGrp
MarketDisruptionFallbackGrp,41095,MarketDisruptionFallbackType,STRING,N,MarketDisruptionFallbackGrp/NoMarketDisruptionFallbacks
MarketDisruptionFallbackGrp,40992,MarketDisruptionFallbackValue,STRING,N,MarketDisruptionFallbackGrp/NoMarketDisruptionFallbacks
MarketDisruptionFallbackReferencePriceGrp,41096,NoMarketDisruptionFallbackReferencePrices,GROUP,N,MarketDisruptionFallbackReferencePriceGrp
MarketDisruptionFallbackReferencePriceGrp,41097,MarketDisruptionFallbackUnderlierType,INT,N,MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruptionFallbackReferencePriceGrp,41098,MarketDisruptionFallbackUnderlierSecurityID,STRING,N,MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruptionFallbackReferencePriceGrp,41099,MarketDisruptionFallbackUnderlierSecurityIDSource,STRING,N,MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruptionFallbackReferencePriceGrp,41100,MarketDisruptionFallbackUnderlierSecurityDesc,STRING,N,MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruptionFallbackReferencePriceGrp,41101,EncodedMarketDisruptionFallbackUnderlierSecurityDescLen,LENGTH,N,MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruptionFallbackReferencePriceGrp,41102,EncodedMarketDisruptionFallbackUnderlierSecurityDesc,DATA,N,MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruptionFallbackReferencePriceGrp,41103,MarketDisruptionFallbackOpenUnits,QTY,N,MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruptionFallbackReferencePriceGrp,41104,MarketDisruptionFallbackBasketCurrency,CURRENCY,N,MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketDisruptionFallbackReferencePriceGrp,41105,MarketDisruptionFallbackBasketDivisor,FLOAT,N,MarketDisruptionFallbackReferencePriceGrp/NoMarketDisruptionFallbackReferencePrices
MarketSegmentGrp,1310,NoMarketSegments,GROUP,N,MarketSegmentGrp
MarketSegmentGrp,1301,MarketID,EXCHANGE,N,MarketSegmentGrp/NoMarketSegments
MarketSegmentGrp,1300,MarketSegmentID,STRING,N,MarketSegmentGrp/NoMarketSegments
MarketSegmentScopeGrp,1310,NoMarketSegments,GROUP,N,MarketSegmentScopeGrp
MarketSegmentScopeGrp,1301,MarketID,EXCHANGE,N,MarketSegmentScopeGrp/NoMarketSegments
MarketSegmentScopeGrp,1300,MarketSegmentID,STRING,N,MarketSegmentScopeGrp/NoMarketSegments
MatchExceptionGrp,2772,NoMatchExceptions,GROUP,N,MatchExceptionGrp
MatchExceptionGrp,2773,MatchExceptionType,INT,N,MatchExceptionGrp/NoMatchExceptions
MatchExceptionGrp,2774,MatchExceptionElementType,INT,N,MatchExceptionGrp/NoMatchExceptions
MatchExceptionGrp,2775,MatchExceptionElementName,STRING,N,MatchExceptionGrp/NoMatchExceptions
MatchExceptionGrp,2776,MatchExceptionAllocValue,STRING,N,MatchExceptionGrp/NoMatchExceptions
MatchExceptionGrp,2777,MatchExceptionConfirmValue,STRING,N,MatchExceptionGrp/NoMatchExceptions
MatchExceptionGrp,2778,MatchExceptionToleranceValue,FLOAT,N,MatchExceptionGrp/NoMatchExceptions
MatchExceptionGrp,2779,MatchExceptionToleranceValueType,INT,N,MatchExceptionGrp/NoMatchExceptions
MatchExceptionGrp,2780,MatchExceptionText,STRING,N,MatchExceptionGrp/NoMatchExceptions
MatchExceptionGrp,2797,EncodedMatchExceptionTextLen,LENGTH,N,MatchExceptionGrp/NoMatchExceptions
MatchExceptionGrp,2798,EncodedMatchExceptionText,DATA,N,MatchExceptionGrp/NoMatchExceptions
MatchRules,1235,NoMatchRules,GROUP,N,MatchRules
MatchRules,1142,MatchAlgorithm,STRING,N,MatchRules/NoMatchRules
MatchRules,574,MatchType,STRING,N,MatchRules/NoMatchRules
MatchRules,2569,MatchRuleProductComplex,STRING,N,MatchRules/NoMatchRules
MatchRules,2570,CustomerPriority,INT,N,MatchRules/NoMatchRules
MatchingDataPointGrp,2781,NoMatchingDataPoints,GROUP,N,MatchingDataPointGrp
MatchingDataPointGrp,2782,MatchingDataPointIndicator,INT,N,MatchingDataPointGrp/NoMatchingDataPoints
MatchingDataPointGrp,2783,MatchingDataPointValue,STRING,N,MatchingDataPointGrp/NoMatchingDataPoints
MatchingDataPointGrp,2784,MatchingDataPointType,INT,N,MatchingDataPointGrp/NoMatchingDataPoints
MatchingDataPointGrp,2785,MatchingDataPointName,STRING,N,MatchingDataPointGrp/NoMatchingDataPoints
MatchingInstructions,1624,NoMatchInst,GROUP,N,MatchingInstructions
MatchingInstructions,1625,MatchInst,INT,N,MatchingInstructions/NoMatchInst
MatchingInstructions,1673,MatchInstMarketID,EXCHANGE,N,MatchingInstructions/NoMatchInst
MatchingInstructions,1626,MatchAttribTagID,TAGNUM,N,MatchingInstructions/NoMatchInst
MatchingInstructions,1627,MatchAttribValue,STRING,N,MatchingInstructions/NoMatchInst
MaturityRules,1236,NoMaturityRules,GROUP,N,MaturityRules
MaturityRules,1222,MaturityRuleID,STRING,N,MaturityRules/NoMaturityRules
MaturityRules,1303,MaturityMonthYearFormat,INT,N,MaturityRules/NoMaturityRules
MaturityRules,1302,MaturityMonthYearIncrementUnits,INT,N,MaturityRules/NoMaturityRules
MaturityRules,1241,StartMaturityMonthYear,MONTHYEAR,N,MaturityRules/NoMaturityRules
MaturityRules,1226,EndMaturityMonthYear,MONTHYEAR,N,MaturityRules/NoMaturityRules
MaturityRules,1229,MaturityMonthYearIncrement,INT,N,MaturityRules/NoMaturityRules
MiscFeesGrp,136,NoMiscFees,GROUP,N,MiscFeesGrp
MiscFeesGrp,137,MiscFeeAmt,AMT,N,MiscFeesGrp/NoMiscFees
MiscFeesGrp,138,MiscFeeCurr,CURRENCY,N,MiscFeesGrp/NoMiscFees
MiscFeesGrp,139,MiscFeeType,STRING,N,MiscFeesGrp/NoMiscFees
MiscFeesGrp,2712,MiscFeeQualifier,INT,N,MiscFeesGrp/NoMiscFees
MiscFeesGrp,891,MiscFeeBasis,INT,N,MiscFeesGrp/NoMiscFees
MiscFeesGrp,2216,MiscFeeRate,PERCENTAGE,N,MiscFeesGrp/NoMiscFees
MiscFeesGrp,2217,MiscFeeAmountDue,AMT,N,MiscFeesGrp/NoMiscFees
MiscFeesGrp,2713,MiscFeeDesc,STRING,N,MiscFeesGrp/NoMiscFees
MiscFeesSubGrp,2633,NoMiscFeeSubTypes,GROUP,N,MiscFeesSubGrp
MiscFeesSubGrp,2634,MiscFeeSubType,STRING,N,MiscFeesSubGrp/NoMiscFeeSubTypes
MiscFeesSubGrp,2635,MiscFeeSubTypeAmt,AMT,N,MiscFeesSubGrp/NoMiscFeeSubTypes
MiscFeesSubGrp,2636,MiscFeeSubTypeDesc,STRING,N,MiscFeesSubGrp/NoMiscFeeSubTypes
MiscFeesSubGrp,2637,EncodedMiscFeeSubTypeDescLen,LENGTH,N,MiscFeesSubGrp/NoMiscFeeSubTypes
MiscFeesSubGrp,2638,EncodedMiscFeeSubTypeDesc,DATA,N,MiscFeesSubGrp/NoMiscFeeSubTypes
MsgTypeGrp,384,NoMsgTypes,GROUP,N,MsgTypeGrp
MsgTypeGrp,372,RefMsgType,STRING,N,MsgTypeGrp/NoMsgTypes
MsgTypeGrp,385,MsgDirection,CHAR,N,MsgTypeGrp/NoMsgTypes
MsgTypeGrp,1130,RefApplVerID,STRING,N,MsgTypeGrp/NoMsgTypes
MsgTypeGrp,1406,RefApplExtID,INT,N,MsgTypeGrp/NoMsgTypes
MsgTypeGrp,1131,RefCstmApplVerID,STRING,N,MsgTypeGrp/NoMsgTypes
MsgTypeGrp,1410,DefaultVerIndicator,BOOLEAN,N,MsgTypeGrp/NoMsgTypes
NestedInstrumentAttribute,1312,NoNestedInstrAttrib,GROUP,N,NestedInstrumentAttribute
NestedInstrumentAttribute,1210,NestedInstrAttribType,INT,N,NestedInstrumentAttribute/NoNestedInstrAttrib
NestedInstrumentAttribute,1211,NestedInstrAttribValue,STRING,N,NestedInstrumentAttribute/NoNestedInstrAttrib
NestedParties,539,NoNestedPartyIDs,GROUP,N,NestedParties
NestedParties,524,NestedPartyID,STRING,N,NestedParties/NoNestedPartyIDs
NestedParties,525,NestedPartyIDSource,CHAR,N,NestedParties/NoNestedPartyIDs
NestedParties,538,NestedPartyRole,INT,N,NestedParties/NoNestedPartyIDs
NestedParties,2384,NestedPartyRoleQualifier,INT,N,NestedParties/NoNestedPartyIDs
NestedParties2,756,NoNested2PartyIDs,GROUP,N,NestedParties2
NestedParties2,757,Nested2PartyID,STRING,N,NestedParties2/NoNested2PartyIDs
NestedParties2,758,Nested2PartyIDSource,CHAR,N,NestedParties2/NoNested2PartyIDs
NestedParties2,759,Nested2PartyRole,INT,N,NestedParties2/NoNested2PartyIDs
NestedParties2,2381,Nested2PartyRoleQualifier,INT,N,NestedParties2/NoNested2PartyIDs
NestedParties3,948,NoNested3PartyIDs,GROUP,N,NestedParties3
NestedParties3,949,Nested3PartyID,STRING,N,NestedParties3/NoNested3PartyIDs
NestedParties3,950,Nested3PartyIDSource,CHAR,N,NestedParties3/NoNested3PartyIDs
NestedParties3,951,Nested3PartyRole,INT,N,NestedParties3/NoNested3PartyIDs
NestedParties3,2382,Nested3PartyRoleQualifier,INT,N,NestedParties3/NoNested3PartyIDs
NestedParties4,1414,NoNested4PartyIDs,GROUP,N,NestedParties4
NestedParties4,1415,Nested4PartyID,STRING,N,NestedParties4/NoNested4PartyIDs
NestedParties4,1416,Nested4PartyIDSource,CHAR,N,NestedParties4/NoNested4PartyIDs
NestedParties4,1417,Nested4PartyRole,INT,N,NestedParties4/NoNested4PartyIDs
NestedParties4,2383,Nested4PartyRoleQualifier,INT,N,NestedParties4/NoNested4PartyIDs
NewsRefGrp,1475,NoNewsRefIDs,GROUP,N,NewsRefGrp
NewsRefGrp,1476,NewsRefID,STRING,N,NewsRefGrp/NoNewsRefIDs
NewsRefGrp,1477,NewsRefType,INT,N,NewsRefGrp/NoNewsRefIDs
NotAffectedMarketSegmentGrp,1793,NoNotAffectedMarketSegments,GROUP,N,NotAffectedMarketSegmentGrp
NotAffectedMarketSegmentGrp,1794,NotAffectedMarketSegmentID,STRING,N,NotAffectedMarketSegmentGrp/NoNotAffectedMarketSegments
NotAffectedOrdGrp,1370,NoNotAffectedOrders,GROUP,N,NotAffectedOrdGrp
NotAffectedOrdGrp,1372,NotAffOrigClOrdID,STRING,N,NotAffectedOrdGrp/NoNotAffectedOrders
NotAffectedOrdGrp,1371,NotAffectedOrderID,STRING,N,NotAffectedOrdGrp/NoNotAffectedOrders
NotAffectedOrdGrp,1825,NotAffSecondaryOrderID,STRING,N,NotAffectedOrdGrp/NoNotAffectedOrders
NotAffectedOrdGrp,2677,NotAffectedReason,INT,N,NotAffectedOrdGrp/NoNotAffectedOrders
NstdPtys2SubGrp,806,NoNested2PartySubIDs,GROUP,N,NstdPtys2SubGrp
NstdPtys2SubGrp,760,Nested2PartySubID,STRING,N,NstdPtys2SubGrp/NoNested2PartySubIDs
NstdPtys2SubGrp,807,Nested2PartySubIDType,INT,N,NstdPtys2SubGrp/NoNested2PartySubIDs
NstdPtys3SubGrp,952,NoNested3PartySubIDs,GROUP,N,NstdPtys3SubGrp
NstdPtys3SubGrp,953,Nested3PartySubID,STRING,N,NstdPtys3SubGrp/NoNested3PartySubIDs
NstdPtys3SubGrp,954,Nested3PartySubIDType,INT,N,NstdPtys3SubGrp/NoNested3PartySubIDs
NstdPtys4SubGrp,1413,NoNested4PartySubIDs,GROUP,N,NstdPtys4SubGrp
NstdPtys4SubGrp,1412,Nested4PartySubID,STRING,N,NstdPtys4SubGrp/NoNested4PartySubIDs
NstdPtys4SubGrp,1411,Nested4PartySubIDType,INT,N,NstdPtys4SubGrp/NoNested4PartySubIDs
NstdPtysSubGrp,804,NoNestedPartySubIDs,GROUP,N,NstdPtysSubGrp
NstdPtysSubGrp,545,NestedPartySubID,STRING,N,NstdPtysSubGrp/NoNestedPartySubIDs
NstdPtysSubGrp,805,NestedPartySubIDType,INT,N,NstdPtysSubGrp/NoNestedPartySubIDs
OptionExercise,41106,ExerciseDesc,STRING,N,OptionExercise
OptionExercise,41107,EncodedExerciseDescLen,LENGTH,N,OptionExercise
OptionExercise,41108,EncodedExerciseDesc,DATA,N,OptionExercise
OptionExercise,41109,AutomaticExerciseIndicator,BOOLEAN,N,OptionExercise
OptionExercise,41110,AutomaticExerciseThresholdRate,FLOAT,N,OptionExercise
OptionExercise,41111,ExerciseConfirmationMethod,INT,N,OptionExercise
OptionExercise,41112,ManualNoticeBusinessCenter,STRING,N,OptionExercise
OptionExercise,41113,FallbackExerciseIndicator,BOOLEAN,N,OptionExercise
OptionExercise,41114,LimitedRightToConfirmIndicator,BOOLEAN,N,OptionExercise
OptionExercise,41115,ExerciseSplitTicketIndicator,BOOLEAN,N,OptionExercise
OptionExercise,42590,SettlMethodElectingPartySide,INT,N,OptionExercise
OptionExercise,42777,SettlMethodElectionDateUnadjusted,LOCALMKTDATE,N,OptionExercise/SettlMethodElectionDate
OptionExercise,42778,SettlMethodElectionDateBusinessDayConvention,INT,N,OptionExercise/SettlMethodElectionDate
OptionExercise,42775,NoSettlMethodElectionDateBusinessCenters,GROUP,N,OptionExercise/SettlMethodElectionDate/SettlMethodElectionDateBusinessCenterGrp
OptionExercise,42776,SettlMethodElectionDateBusinessCenter,STRING,N,OptionExercise/SettlMethodElectionDate/SettlMethodElectionDateBusinessCenterGrp/NoSettlMethodElectionDateBusinessCenters
OptionExercise,42779,SettlMethodElectionDateRelativeTo,INT,N,OptionExercise/SettlMethodElectionDate
OptionExercise,42780,SettlMethodElectionDateOffsetPeriod,INT,N,OptionExercise/SettlMethodElectionDate
OptionExercise,42781,SettlMethodElectionDateOffsetUnit,STRING,N,OptionExercise/SettlMethodElectionDate
OptionExercise,42782,SettlMethodElectionDateOffsetDayType,INT,N,OptionExercise/SettlMethodElectionDate
OptionExercise,42783,SettlMethodElectionDateAdjusted,LOCALMKTDATE,N,OptionExercise/SettlMethodElectionDate
OptionExercise,41118,OptionExerciseBusinessDayConvention,INT,N,OptionExercise/OptionExerciseDates
OptionExercise,41116,NoOptionExerciseBusinessCenters,GROUP,N,OptionExercise/OptionExerciseDates/OptionExerciseBusinessCenterGrp
OptionExercise,41117,OptionExerciseBusinessCenter,STRING,N,OptionExercise/OptionExerciseDates/OptionExerciseBusinessCenterGrp/NoOptionExerciseBusinessCenters
OptionExercise,41137,NoOptionExerciseDates,GROUP,N,OptionExercise/OptionExerciseDates/OptionExerciseDateGrp
OptionExercise,41138,OptionExerciseDate,LOCALMKTDATE,N,OptionExercise/OptionExerciseDates/OptionExerciseDateGrp/NoOptionExerciseDates
OptionExercise,41139,OptionExerciseDateType,INT,N,OptionExercise/OptionExerciseDates/OptionExerciseDateGrp/NoOptionExerciseDates
OptionExercise,41119,OptionExerciseEarliestDateOffsetDayType,INT,N,OptionExercise/OptionExerciseDates
OptionExercise,41120,OptionExerciseEarliestDateOffsetPeriod,INT,N,OptionExercise/OptionExerciseDates
OptionExercise,41121,OptionExerciseEarliestDateOffsetUnit,STRING,N,OptionExercise/OptionExerciseDates
OptionExercise,41122,OptionExerciseFrequencyPeriod,INT,N,OptionExercise/OptionExerciseDates
OptionExercise,41123,OptionExerciseFrequencyUnit,STRING,N,OptionExercise/OptionExerciseDates
OptionExercise,41124,OptionExerciseStartDateUnadjusted,LOCALMKTDATE,N,OptionExercise/OptionExerciseDates
OptionExercise,41125,OptionExerciseStartDateRelativeTo,INT,N,OptionExercise/OptionExerciseDates
OptionExercise,41126,OptionExerciseStartDateOffsetPeriod,INT,N,OptionExercise/OptionExerciseDates
OptionExercise,41127,OptionExerciseStartDateOffsetUnit,STRING,N,OptionExercise/OptionExerciseDates
OptionExercise,41128,OptionExerciseStartDateOffsetDayType,INT,N,OptionExercise/OptionExerciseDates
OptionExercise,41129,OptionExerciseStartDateAdjusted,LOCALMKTDATE,N,OptionExercise/OptionExerciseDates
OptionExercise,41130,OptionExerciseSkip,INT,N,OptionExercise/OptionExerciseDates
OptionExercise,41131,OptionExerciseNominationDeadline,LOCALMKTDATE,N,OptionExercise/OptionExerciseDates
OptionExercise,41132,OptionExerciseFirstDateUnadjusted,LOCALMKTDATE,N,OptionExercise/OptionExerciseDates
OptionExercise,41133,OptionExerciseLastDateUnadjusted,LOCALMKTDATE,N,OptionExercise/OptionExerciseDates
OptionExercise,41134,OptionExerciseEarliestTime,LOCALMKTTIME,N,OptionExercise/OptionExerciseDates
OptionExercise,41135,OptionExerciseLatestTime,LOCALMKTTIME,N,OptionExercise/OptionExerciseDates
OptionExercise,41136,OptionExerciseTimeBusinessCenter,STRING,N,OptionExercise/OptionExerciseDates
OptionExercise,41142,OptionExerciseExpirationDateBusinessDayConvention,INT,N,OptionExercise/OptionExerciseExpiration
OptionExercise,41140,NoOptionExerciseExpirationDateBusinessCenters,GROUP,N,OptionExercise/OptionExerciseExpiration/OptionExerciseExpirationDateBusinessCenterGrp
OptionExercise,41141,OptionExerciseExpirationDateBusinessCenter,STRING,N,OptionExercise/OptionExerciseExpiration/OptionExerciseExpirationDateBusinessCenterGrp/NoOptionExerciseExpirationDateBusinessCenters
OptionExercise,41152,NoOptionExerciseExpirationDates,GROUP,N,OptionExercise/OptionExerciseExpiration/OptionExerciseExpirationDateGrp
OptionExercise,41153,OptionExerciseExpirationDate,LOCALMKTDATE,N,OptionExercise/OptionExerciseExpiration/OptionExerciseExpirationDateGrp/NoOptionExerciseExpirationDates
OptionExercise,41154,OptionExerciseExpirationDateType,INT,N,OptionExercise/OptionExerciseExpiration/OptionExerciseExpirationDateGrp/NoOptionExerciseExpirationDates
OptionExercise,41143,OptionExerciseExpirationDateRelativeTo,INT,N,OptionExercise/OptionExerciseExpiration
OptionExercise,41144,OptionExerciseExpirationDateOffsetPeriod,INT,N,OptionExercise/OptionExerciseExpiration
OptionExercise,41145,OptionExerciseExpirationDateOffsetUnit,STRING,N,OptionExercise/OptionExerciseExpiration
OptionExercise,41146,OptionExerciseExpirationFrequencyPeriod,INT,N,OptionExercise/OptionExerciseExpiration
OptionExercise,41147,OptionExerciseExpirationFrequencyUnit,STRING,N,OptionExercise/OptionExerciseExpiration
OptionExercise,41148,OptionExerciseExpirationRollConvention,STRING,N,OptionExercise/OptionExerciseExpiration
OptionExercise,41149,OptionExerciseExpirationDateOffsetDayType,INT,N,OptionExercise/OptionExerciseExpiration
OptionExercise,41150,OptionExerciseExpirationTime,LOCALMKTTIME,N,OptionExercise/OptionExerciseExpiration
OptionExercise,41151,OptionExerciseExpirationTimeBusinessCenter,STRING,N,OptionExercise/OptionExerciseExpiration
OptionExercise,42591,MakeWholeDate,LOCALMKTDATE,N,OptionExercise/OptionExerciseMakeWholeProvision
OptionExercise,42592,MakeWholeAmount,AMT,N,OptionExercise/OptionExerciseMakeWholeProvision
OptionExercise,42593,MakeWholeBenchmarkCurveName,STRING,N,OptionExercise/OptionExerciseMakeWholeProvision
OptionExercise,42594,MakeWholeBenchmarkCurvePoint,STRING,N,OptionExercise/OptionExerciseMakeWholeProvision
OptionExercise,42595,MakeWholeRecallSpread,PRICEOFFSET,N,OptionExercise/OptionExerciseMakeWholeProvision
OptionExercise,42596,MakeWholeBenchmarkQuote,INT,N,OptionExercise/OptionExerciseMakeWholeProvision
